path,text
crops_icdar15\train\img_731_002.png,Esplanade
crops_icdar15\train\img_235_004.png,DOWN
crops_icdar15\train\img_463_002.png,FILOFAX
crops_icdar15\train\img_888_004.png,ALL
crops_icdar15\train\img_680_006.png,with
crops_icdar15\train\img_767_009.png,504
crops_icdar15\train\img_184_008.png,FALL
crops_icdar15\train\img_113_025.png,from
crops_icdar15\train\img_994_003.png,BR  AL
crops_icdar15\train\img_33_001.png,SMOKING
crops_icdar15\train\img_930_020.png,PTE
crops_icdar15\train\img_26_000.png,ONE
crops_icdar15\train\img_974_001.png,OLD
crops_icdar15\train\img_514_000.png,cache
crops_icdar15\train\img_238_000.png,SKYLIGHT
crops_icdar15\train\img_148_000.png,STOP
crops_icdar15\train\img_487_006.png,TEL:
crops_icdar15\train\img_478_005.png,Special
crops_icdar15\train\img_264_016.png,Sony
crops_icdar15\train\img_241_015.png,butter
crops_icdar15\train\img_927_005.png,PHILOXENOS
crops_icdar15\train\img_259_008.png,196
crops_icdar15\train\img_59_009.png,SUTD
crops_icdar15\train\img_126_011.png,Sav
crops_icdar15\train\img_123_006.png,#10-15
crops_icdar15\train\img_38_000.png,HAS
crops_icdar15\train\img_171_007.png,NOTICE
crops_icdar15\train\img_593_001.png,SEIKO
crops_icdar15\train\img_78_041.png,contact
crops_icdar15\train\img_331_001.png,Back
crops_icdar15\train\img_884_014.png,ENTRANCE
crops_icdar15\train\img_293_008.png,you
crops_icdar15\train\img_94_050.png,JEFFREY
crops_icdar15\train\img_327_009.png,Hong
crops_icdar15\train\img_80_001.png,Wan
crops_icdar15\train\img_863_002.png,HOLLAND
crops_icdar15\train\img_797_011.png,DIRECTORY
crops_icdar15\train\img_931_023.png,RESTAURANT
crops_icdar15\train\img_75_000.png,East
crops_icdar15\train\img_147_071.png,Bay
crops_icdar15\train\img_433_001.png,Care
crops_icdar15\train\img_587_002.png,the
crops_icdar15\train\img_479_004.png,Moving
crops_icdar15\train\img_48_002.png,lower
crops_icdar15\train\img_450_000.png,IMAX
crops_icdar15\train\img_95_003.png,the
crops_icdar15\train\img_147_047.png,"(US$1,57"
crops_icdar15\train\img_242_000.png,READY
crops_icdar15\train\img_736_005.png,BLOUSES
crops_icdar15\train\img_312_007.png,AND
crops_icdar15\train\img_883_008.png,1771
crops_icdar15\train\img_767_007.png,513
crops_icdar15\train\img_505_000.png,Standard
crops_icdar15\train\img_517_003.png,BUY
crops_icdar15\train\img_931_000.png,RESTAURANT
crops_icdar15\train\img_371_008.png,LADIES
crops_icdar15\train\img_239_004.png,Ayer
crops_icdar15\train\img_240_039.png,YaKunKaT
crops_icdar15\train\img_109_007.png,Restaurant
crops_icdar15\train\img_705_004.png,CRATE
crops_icdar15\train\img_461_019.png,DeMille
crops_icdar15\train\img_944_008.png,Hair
crops_icdar15\train\img_831_002.png,USE
crops_icdar15\train\img_415_002.png,OFF
crops_icdar15\train\img_51_008.png,NUS
crops_icdar15\train\img_298_001.png,mount
crops_icdar15\train\img_268_014.png,ARE
crops_icdar15\train\img_896_006.png,STORES
crops_icdar15\train\img_830_009.png,LOVE
crops_icdar15\train\img_728_001.png,SELANGOR
crops_icdar15\train\img_354_000.png,TWENTY
crops_icdar15\train\img_617_000.png,twelve
crops_icdar15\train\img_236_018.png,Asia
crops_icdar15\train\img_952_008.png,active
crops_icdar15\train\img_929_008.png,PRICE
crops_icdar15\train\img_147_004.png,ALL
crops_icdar15\train\img_985_008.png,THE
crops_icdar15\train\img_166_000.png,EXIT
crops_icdar15\train\img_549_000.png,PASTAMANIA!
crops_icdar15\train\img_640_003.png,Level
crops_icdar15\train\img_491_003.png,CHOR
crops_icdar15\train\img_231_001.png,platform
crops_icdar15\train\img_264_028.png,$264
crops_icdar15\train\img_911_002.png,MUSIC
crops_icdar15\train\img_529_004.png,GAME
crops_icdar15\train\img_268_022.png,Hair
crops_icdar15\train\img_770_003.png,SALE
crops_icdar15\train\img_427_005.png,bos
crops_icdar15\train\img_78_042.png,particulary
crops_icdar15\train\img_147_069.png,Garden
crops_icdar15\train\img_61_009.png,no.1
crops_icdar15\train\img_350_006.png,PRINT
crops_icdar15\train\img_418_006.png,Mum
crops_icdar15\train\img_288_008.png,salomon
crops_icdar15\train\img_921_020.png,DEVELOPMENT
crops_icdar15\train\img_152_005.png,than
crops_icdar15\train\img_120_026.png,Lobby
crops_icdar15\train\img_889_007.png,SALE
crops_icdar15\train\img_293_001.png,Canon
crops_icdar15\train\img_245_003.png,PHOTO
crops_icdar15\train\img_264_051.png,for
crops_icdar15\train\img_956_005.png,Cold
crops_icdar15\train\img_925_005.png,Scent
crops_icdar15\train\img_515_000.png,JAPAN
crops_icdar15\train\img_851_004.png,STREET
crops_icdar15\train\img_215_001.png,S2.30
crops_icdar15\train\img_268_036.png,Call
crops_icdar15\train\img_89_000.png,$7.90
crops_icdar15\train\img_938_006.png,vices
crops_icdar15\train\img_890_001.png,SALE
crops_icdar15\train\img_953_000.png,BODY
crops_icdar15\train\img_456_000.png,Jubilant
crops_icdar15\train\img_982_002.png,CREATIVE
crops_icdar15\train\img_313_000.png,BONIA
crops_icdar15\train\img_475_021.png,YOU
crops_icdar15\train\img_105_003.png,QUEUEING
crops_icdar15\train\img_981_003.png,LABEL
crops_icdar15\train\img_78_035.png,Mobile
crops_icdar15\train\img_797_006.png,Ion
crops_icdar15\train\img_880_004.png,EXIT
crops_icdar15\train\img_256_001.png,House
crops_icdar15\train\img_959_013.png,WIN
crops_icdar15\train\img_264_004.png,SingTel
crops_icdar15\train\img_632_003.png,Rubber!
crops_icdar15\train\img_563_002.png,AVEDA
crops_icdar15\train\img_934_005.png,NOY
crops_icdar15\train\img_995_003.png,GOWNS
crops_icdar15\train\img_159_024.png,SECRET
crops_icdar15\train\img_876_002.png,LUXURY
crops_icdar15\train\img_934_008.png,02-46
crops_icdar15\train\img_847_017.png,Link
crops_icdar15\train\img_535_006.png,Parrot
crops_icdar15\train\img_918_000.png,GOLDEN
crops_icdar15\train\img_264_002.png,Winner
crops_icdar15\train\img_943_006.png,for
crops_icdar15\train\img_556_000.png,GLITTER
crops_icdar15\train\img_130_004.png,IPL
crops_icdar15\train\img_77_010.png,PLAIN
crops_icdar15\train\img_336_003.png,BRAUN
crops_icdar15\train\img_714_010.png,GUCCI
crops_icdar15\train\img_638_018.png,SOUVENIRS
crops_icdar15\train\img_462_004.png,children's
crops_icdar15\train\img_264_001.png,winners
crops_icdar15\train\img_569_007.png,Superdry.
crops_icdar15\train\img_194_001.png,Way
crops_icdar15\train\img_449_007.png,IMAX
crops_icdar15\train\img_91_005.png,ROBERT
crops_icdar15\train\img_683_008.png,PORE!
crops_icdar15\train\img_719_000.png,CONVENTION
crops_icdar15\train\img_914_005.png,Kiri
crops_icdar15\train\img_580_005.png,MAX
crops_icdar15\train\img_406_000.png,ROOM
crops_icdar15\train\img_818_000.png,Cartier
crops_icdar15\train\img_680_005.png,potential
crops_icdar15\train\img_433_012.png,Everyday
crops_icdar15\train\img_360_002.png,FICTION
crops_icdar15\train\img_672_001.png,MARKET
crops_icdar15\train\img_742_007.png,shu
crops_icdar15\train\img_884_007.png,1.7m
crops_icdar15\train\img_269_008.png,ANGLE
crops_icdar15\train\img_461_033.png,Gray
crops_icdar15\train\img_862_003.png,MONTHLY
crops_icdar15\train\img_728_000.png,ROYAL
crops_icdar15\train\img_870_002.png,SALE
crops_icdar15\train\img_120_004.png,Town
crops_icdar15\train\img_800_013.png,The
crops_icdar15\train\img_698_002.png,ONE
crops_icdar15\train\img_77_002.png,Great
crops_icdar15\train\img_342_003.png,shops
crops_icdar15\train\img_727_001.png,CHARLES
crops_icdar15\train\img_154_009.png,OFF
crops_icdar15\train\img_946_001.png,Your
crops_icdar15\train\img_647_000.png,EXIT
crops_icdar15\train\img_241_021.png,DRINKS
crops_icdar15\train\img_404_003.png,SEPHORA
crops_icdar15\train\img_721_006.png,GUCCI
crops_icdar15\train\img_268_010.png,Perfect
crops_icdar15\train\img_78_030.png,Phone
crops_icdar15\train\img_993_002.png,EVOLVE
crops_icdar15\train\img_511_010.png,ASUS
crops_icdar15\train\img_94_043.png,RISING
crops_icdar15\train\img_574_005.png,EXPERIENCE
crops_icdar15\train\img_158_000.png,NEED
crops_icdar15\train\img_554_005.png,Bank
crops_icdar15\train\img_153_001.png,life!
crops_icdar15\train\img_790_000.png,WAREHOUSE
crops_icdar15\train\img_94_038.png,MENS
crops_icdar15\train\img_229_003.png,SUSTAINABILITY
crops_icdar15\train\img_77_003.png,Grans
crops_icdar15\train\img_796_004.png,I O N
crops_icdar15\train\img_971_003.png,MONEY
crops_icdar15\train\img_94_051.png,ARCHER
crops_icdar15\train\img_784_001.png,EXCHANGE
crops_icdar15\train\img_100_004.png,Platform
crops_icdar15\train\img_911_000.png,PIANO
crops_icdar15\train\img_500_006.png,DEBUNKING
crops_icdar15\train\img_444_002.png,Oil
crops_icdar15\train\img_240_007.png,sealed
crops_icdar15\train\img_987_010.png,SINGAPORE
crops_icdar15\train\img_669_002.png,mentos
crops_icdar15\train\img_629_010.png,EXIT
crops_icdar15\train\img_116_004.png,WIN
crops_icdar15\train\img_120_007.png,CREATE
crops_icdar15\train\img_69_006.png,Pharma
crops_icdar15\train\img_56_001.png,West
crops_icdar15\train\img_859_009.png,SALE
crops_icdar15\train\img_789_002.png,Ion
crops_icdar15\train\img_784_009.png,TRUE
crops_icdar15\train\img_773_005.png,sale
crops_icdar15\train\img_984_045.png,Level
crops_icdar15\train\img_925_008.png,Scent
crops_icdar15\train\img_529_017.png,ost
crops_icdar15\train\img_460_005.png,New
crops_icdar15\train\img_992_004.png,STUFF
crops_icdar15\train\img_903_000.png,sale
crops_icdar15\train\img_773_007.png,sale
crops_icdar15\train\img_461_069.png,ray
crops_icdar15\train\img_969_000.png,MISTER
crops_icdar15\train\img_827_001.png,Ion
crops_icdar15\train\img_695_001.png,SKATING
crops_icdar15\train\img_452_002.png,NOVEMBER
crops_icdar15\train\img_407_014.png,LONDON
crops_icdar15\train\img_185_000.png,TIONG
crops_icdar15\train\img_449_012.png,TICKETS
crops_icdar15\train\img_618_009.png,PUDDINGS
crops_icdar15\train\img_525_004.png,AND
crops_icdar15\train\img_326_004.png,off
crops_icdar15\train\img_550_001.png,KIM
crops_icdar15\train\img_264_027.png,worth
crops_icdar15\train\img_887_001.png,OUND
crops_icdar15\train\img_932_002.png,COUNTER/KITCHEN
crops_icdar15\train\img_295_015.png,you
crops_icdar15\train\img_609_000.png,DRINKS
crops_icdar15\train\img_515_003.png,HOME
crops_icdar15\train\img_164_011.png,MORE
crops_icdar15\train\img_260_009.png,with
crops_icdar15\train\img_932_019.png,7380921
crops_icdar15\train\img_175_003.png,West
crops_icdar15\train\img_484_003.png,Way
crops_icdar15\train\img_840_000.png,Health
crops_icdar15\train\img_411_000.png,OSIM
crops_icdar15\train\img_85_005.png,Tower
crops_icdar15\train\img_98_024.png,ART
crops_icdar15\train\img_370_000.png,don't
crops_icdar15\train\img_61_002.png,Ave
crops_icdar15\train\img_312_008.png,JEWELLERY
crops_icdar15\train\img_573_003.png,VIVO
crops_icdar15\train\img_613_007.png,Body
crops_icdar15\train\img_407_036.png,50%
crops_icdar15\train\img_978_000.png,DESSERT
crops_icdar15\train\img_470_002.png,SHOESOURCE
crops_icdar15\train\img_743_007.png,TOPSHOP
crops_icdar15\train\img_508_009.png,WIN
crops_icdar15\train\img_241_013.png,1.50
crops_icdar15\train\img_477_004.png,Baby-G
crops_icdar15\train\img_984_007.png,The
crops_icdar15\train\img_727_000.png,SALE
crops_icdar15\train\img_320_006.png,STORE
crops_icdar15\train\img_847_014.png,across
crops_icdar15\train\img_64_000.png,CAUTION
crops_icdar15\train\img_268_025.png,Assistant
crops_icdar15\train\img_511_015.png,1249
crops_icdar15\train\img_946_009.png,Items
crops_icdar15\train\img_277_000.png,COMING
crops_icdar15\train\img_459_001.png,next
crops_icdar15\train\img_581_002.png,turn
crops_icdar15\train\img_678_001.png,01-06
crops_icdar15\train\img_202_002.png,Channel
crops_icdar15\train\img_333_004.png,Beginning
crops_icdar15\train\img_451_004.png,NOT
crops_icdar15\train\img_552_001.png,MID
crops_icdar15\train\img_575_002.png,House
crops_icdar15\train\img_505_015.png,Foodfare
crops_icdar15\train\img_928_013.png,BEST
crops_icdar15\train\img_43_002.png,STIRLING
crops_icdar15\train\img_991_002.png,korean
crops_icdar15\train\img_120_009.png,Residence
crops_icdar15\train\img_830_012.png,MERCI
crops_icdar15\train\img_113_015.png,LON
crops_icdar15\train\img_690_008.png,BUT
crops_icdar15\train\img_487_001.png,sunflower
crops_icdar15\train\img_983_005.png,KILLNEY
crops_icdar15\train\img_231_003.png,mind
crops_icdar15\train\img_331_005.png,Beginning
crops_icdar15\train\img_873_002.png,OFF
crops_icdar15\train\img_449_004.png,YOUR
crops_icdar15\train\img_544_000.png,Drop-off
crops_icdar15\train\img_877_000.png,REVER
crops_icdar15\train\img_93_005.png,sushi
crops_icdar15\train\img_348_009.png,MOVING
crops_icdar15\train\img_449_008.png,IMA
crops_icdar15\train\img_704_007.png,DISCOVER
crops_icdar15\train\img_843_004.png,Ion
crops_icdar15\train\img_333_006.png,Health
crops_icdar15\train\img_60_000.png,Exit
crops_icdar15\train\img_984_016.png,Indulge
crops_icdar15\train\img_921_009.png,03C5262
crops_icdar15\train\img_837_001.png,ATELIER
crops_icdar15\train\img_159_006.png,MALL
crops_icdar15\train\img_461_003.png,John
crops_icdar15\train\img_15_000.png,DUMPING
crops_icdar15\train\img_863_012.png,MAKE-UP
crops_icdar15\train\img_882_000.png,bread
crops_icdar15\train\img_558_000.png,The
crops_icdar15\train\img_395_002.png,Spoon
crops_icdar15\train\img_295_012.png,World´s
crops_icdar15\train\img_983_010.png,lifts
crops_icdar15\train\img_463_008.png,engui
crops_icdar15\train\img_703_000.png,ACTION
crops_icdar15\train\img_866_002.png,Grand
crops_icdar15\train\img_999_000.png,ONE
crops_icdar15\train\img_868_002.png,149
crops_icdar15\train\img_560_003.png,SEARCH
crops_icdar15\train\img_98_019.png,delight
crops_icdar15\train\img_340_001.png,AURORA
crops_icdar15\train\img_147_061.png,from
crops_icdar15\train\img_401_000.png,Robinsons
crops_icdar15\train\img_920_006.png,FILIPIN
crops_icdar15\train\img_488_006.png,Tel:
crops_icdar15\train\img_70_002.png,time
crops_icdar15\train\img_519_004.png,Get
crops_icdar15\train\img_409_000.png,Natures's
crops_icdar15\train\img_463_006.png,accessories
crops_icdar15\train\img_143_003.png,Koon
crops_icdar15\train\img_891_020.png,SELLERS
crops_icdar15\train\img_485_002.png,506
crops_icdar15\train\img_222_007.png,hoac
crops_icdar15\train\img_257_023.png,OPEN
crops_icdar15\train\img_54_009.png,Bay
crops_icdar15\train\img_483_003.png,Better
crops_icdar15\train\img_690_000.png,JACKET
crops_icdar15\train\img_120_016.png,Seminar
crops_icdar15\train\img_461_015.png,Lenovo
crops_icdar15\train\img_440_007.png,Sottis
crops_icdar15\train\img_39_006.png,average
crops_icdar15\train\img_147_059.png,"6,000"
crops_icdar15\train\img_213_005.png,FOR
crops_icdar15\train\img_506_002.png,auto
crops_icdar15\train\img_884_008.png,Grace
crops_icdar15\train\img_193_016.png,HAND
crops_icdar15\train\img_511_008.png,1Gbps
crops_icdar15\train\img_118_001.png,SMRT
crops_icdar15\train\img_19_003.png,needs
crops_icdar15\train\img_136_022.png,OFF
crops_icdar15\train\img_231_002.png,Please
crops_icdar15\train\img_915_000.png,SingTel
crops_icdar15\train\img_689_002.png,LOOKED
crops_icdar15\train\img_299_001.png,SAMSUNG
crops_icdar15\train\img_360_007.png,CHILDREN
crops_icdar15\train\img_56_003.png,Way
crops_icdar15\train\img_896_008.png,OTHER
crops_icdar15\train\img_796_007.png,ORCHARD
crops_icdar15\train\img_904_001.png,OFF!
crops_icdar15\train\img_367_004.png,LEGO
crops_icdar15\train\img_742_004.png,shu
crops_icdar15\train\img_356_008.png,BUY
crops_icdar15\train\img_656_003.png,EXIT
crops_icdar15\train\img_244_001.png,club
crops_icdar15\train\img_129_002.png,TOWER
crops_icdar15\train\img_369_005.png,END
crops_icdar15\train\img_612_001.png,people
crops_icdar15\train\img_264_023.png,DataTalk$22
crops_icdar15\train\img_481_007.png,Apex
crops_icdar15\train\img_596_003.png,- #01
crops_icdar15\train\img_402_002.png,REDUCTION
crops_icdar15\train\img_696_003.png,HOTEL
crops_icdar15\train\img_12_004.png,THAT
crops_icdar15\train\img_212_001.png,West
crops_icdar15\train\img_454_002.png,COURSE
crops_icdar15\train\img_1_004.png,Carpark
crops_icdar15\train\img_113_010.png,TRICHOKARE
crops_icdar15\train\img_426_000.png,Harland
crops_icdar15\train\img_173_004.png,Remove
crops_icdar15\train\img_80_002.png,Buffet
crops_icdar15\train\img_10_002.png,CC22
crops_icdar15\train\img_320_003.png,FASHION
crops_icdar15\train\img_260_006.png,routes
crops_icdar15\train\img_608_014.png,WALL'S
crops_icdar15\train\img_138_000.png,Best
crops_icdar15\train\img_283_005.png,Cohmb
crops_icdar15\train\img_607_001.png,VALUE
crops_icdar15\train\img_14_014.png,Lower
crops_icdar15\train\img_70_004.png,chill
crops_icdar15\train\img_870_003.png,SALE
crops_icdar15\train\img_300_006.png,PHILIPS
crops_icdar15\train\img_888_017.png,OCBC
crops_icdar15\train\img_968_004.png,MILO
crops_icdar15\train\img_858_002.png,SALE
crops_icdar15\train\img_836_000.png,SINGAPORE
crops_icdar15\train\img_69_003.png,CAUTION
crops_icdar15\train\img_802_013.png,Thava
crops_icdar15\train\img_600_005.png,1KG
crops_icdar15\train\img_628_003.png,JEANS
crops_icdar15\train\img_38_003.png,BEEN
crops_icdar15\train\img_396_000.png,ESPRIT
crops_icdar15\train\img_979_001.png,HOUSE
crops_icdar15\train\img_545_015.png,VER
crops_icdar15\train\img_638_020.png,HOME
crops_icdar15\train\img_999_004.png,exclusives
crops_icdar15\train\img_331_003.png,school
crops_icdar15\train\img_817_000.png,SEPHORA
crops_icdar15\train\img_475_019.png,Perfume
crops_icdar15\train\img_891_010.png,SKINCARE
crops_icdar15\train\img_557_000.png,nailz
crops_icdar15\train\img_472_005.png,CELEBRATE
crops_icdar15\train\img_834_016.png,OFF
crops_icdar15\train\img_428_000.png,FERRERO
crops_icdar15\train\img_80_000.png,Chef
crops_icdar15\train\img_329_003.png,15%
crops_icdar15\train\img_65_004.png,DOWN
crops_icdar15\train\img_382_001.png,Reebok
crops_icdar15\train\img_946_003.png,Higest
crops_icdar15\train\img_582_003.png,PAR
crops_icdar15\train\img_618_006.png,LOAVES
crops_icdar15\train\img_668_000.png,SALE
crops_icdar15\train\img_909_000.png,70%
crops_icdar15\train\img_203_001.png,Rajah
crops_icdar15\train\img_883_007.png,6852
crops_icdar15\train\img_373_001.png,EXIT
crops_icdar15\train\img_117_008.png,hour
crops_icdar15\train\img_530_010.png,Stadium
crops_icdar15\train\img_944_006.png,SHOP
crops_icdar15\train\img_302_003.png,Style
crops_icdar15\train\img_924_001.png,STRO
crops_icdar15\train\img_138_005.png,OUT
crops_icdar15\train\img_112_008.png,ASUS
crops_icdar15\train\img_931_009.png,FILIPINO
crops_icdar15\train\img_395_001.png,Soup
crops_icdar15\train\img_490_001.png,BAN
crops_icdar15\train\img_78_032.png,application
crops_icdar15\train\img_512_001.png,GERATOR
crops_icdar15\train\img_191_003.png,EXPERIENCE
crops_icdar15\train\img_680_003.png,glide
crops_icdar15\train\img_120_003.png,Centre
crops_icdar15\train\img_844_002.png,LAB
crops_icdar15\train\img_504_000.png,Yellow
crops_icdar15\train\img_321_001.png,factorie
crops_icdar15\train\img_929_022.png,for
crops_icdar15\train\img_473_000.png,for
crops_icdar15\train\img_924_004.png,Price
crops_icdar15\train\img_886_001.png,ROBINSONS
crops_icdar15\train\img_490_004.png,MACHINE
crops_icdar15\train\img_179_001.png,FIT
crops_icdar15\train\img_407_009.png,YEAR
crops_icdar15\train\img_316_001.png,AIR
crops_icdar15\train\img_739_001.png,SALE
crops_icdar15\train\img_866_008.png,Grand
crops_icdar15\train\img_931_004.png,KABAYAN
crops_icdar15\train\img_875_000.png,SPA
crops_icdar15\train\img_926_002.png,Cards
crops_icdar15\train\img_789_003.png,PATERSON
crops_icdar15\train\img_909_001.png,SALE
crops_icdar15\train\img_43_004.png,WARWICK
crops_icdar15\train\img_566_005.png,CHANEL
crops_icdar15\train\img_668_002.png,ITEMS
crops_icdar15\train\img_260_003.png,multiply
crops_icdar15\train\img_406_001.png,SALE
crops_icdar15\train\img_273_002.png,STAND
crops_icdar15\train\img_274_004.png,Alpha
crops_icdar15\train\img_257_001.png,CARD
crops_icdar15\train\img_338_000.png,ALDO
crops_icdar15\train\img_652_002.png,MEGASTORE
crops_icdar15\train\img_852_005.png,SALE
crops_icdar15\train\img_64_001.png,Parade
crops_icdar15\train\img_158_003.png,DEPOSIT
crops_icdar15\train\img_98_020.png,VISA
crops_icdar15\train\img_78_037.png,application
crops_icdar15\train\img_502_008.png,Mind
crops_icdar15\train\img_107_001.png,MAMMA
crops_icdar15\train\img_174_004.png,Exiting
crops_icdar15\train\img_187_003.png,School
crops_icdar15\train\img_231_004.png,the
crops_icdar15\train\img_11_001.png,Shops
crops_icdar15\train\img_21_002.png,THE
crops_icdar15\train\img_147_029.png,Iskadar
crops_icdar15\train\img_657_013.png,HOME-GROW
crops_icdar15\train\img_946_006.png,Offers
crops_icdar15\train\img_326_000.png,OFF
crops_icdar15\train\img_459_003.png,Look
crops_icdar15\train\img_203_003.png,NSRAD
crops_icdar15\train\img_487_007.png,67782831
crops_icdar15\train\img_327_000.png,Mexico
crops_icdar15\train\img_679_003.png,LAUREN
crops_icdar15\train\img_277_004.png,CHINA
crops_icdar15\train\img_150_002.png,Walking
crops_icdar15\train\img_108_022.png,OPEN
crops_icdar15\train\img_686_000.png,adidas
crops_icdar15\train\img_117_002.png,Enjoy
crops_icdar15\train\img_564_002.png,Dress
crops_icdar15\train\img_284_039.png,PRO
crops_icdar15\train\img_533_003.png,"time,"
crops_icdar15\train\img_529_003.png,Electrical
crops_icdar15\train\img_3_000.png,fusionopolis
crops_icdar15\train\img_900_003.png,Chloe
crops_icdar15\train\img_537_004.png,SALE
crops_icdar15\train\img_676_001.png,Giant
crops_icdar15\train\img_754_005.png,SALE
crops_icdar15\train\img_444_004.png,Food
crops_icdar15\train\img_425_002.png,DHC
crops_icdar15\train\img_291_001.png,EXIT
crops_icdar15\train\img_470_000.png,EXIT
crops_icdar15\train\img_867_004.png,Grand
crops_icdar15\train\img_747_000.png,MORE
crops_icdar15\train\img_563_001.png,SALON
crops_icdar15\train\img_187_000.png,INSEAD
crops_icdar15\train\img_532_000.png,TRAIN
crops_icdar15\train\img_636_000.png,CiTYLiNK
crops_icdar15\train\img_90_007.png,$20.00
crops_icdar15\train\img_689_005.png,Colum
crops_icdar15\train\img_36_000.png,Bus
crops_icdar15\train\img_605_001.png,BUY
crops_icdar15\train\img_221_001.png,SMRT
crops_icdar15\train\img_201_002.png,insurance
crops_icdar15\train\img_372_003.png,SALE
crops_icdar15\train\img_891_009.png,UNIQUE
crops_icdar15\train\img_98_006.png,TOBACCO
crops_icdar15\train\img_748_000.png,ZARA
crops_icdar15\train\img_92_007.png,Neck
crops_icdar15\train\img_11_006.png,Room
crops_icdar15\train\img_470_001.png,Payless
crops_icdar15\train\img_216_003.png,Khalifa
crops_icdar15\train\img_115_010.png,ments
crops_icdar15\train\img_215_009.png,$2..30
crops_icdar15\train\img_865_002.png,ALE
crops_icdar15\train\img_459_000.png,for
crops_icdar15\train\img_78_006.png,UOB
crops_icdar15\train\img_146_010.png,the
crops_icdar15\train\img_418_001.png,Tois
crops_icdar15\train\img_87_000.png,$1.00
crops_icdar15\train\img_156_002.png,UNIVERSITY
crops_icdar15\train\img_257_021.png,WALL
crops_icdar15\train\img_85_004.png,#14-03
crops_icdar15\train\img_462_005.png,finance
crops_icdar15\train\img_980_010.png,NDS
crops_icdar15\train\img_477_001.png,Generation
crops_icdar15\train\img_982_001.png,YOURSELF
crops_icdar15\train\img_690_004.png,DOWN
crops_icdar15\train\img_777_000.png,KURT
crops_icdar15\train\img_236_007.png,JobStreet.com
crops_icdar15\train\img_51_003.png,Have
crops_icdar15\train\img_461_000.png,VACANCY
crops_icdar15\train\img_108_016.png,HAND
crops_icdar15\train\img_510_006.png,SAMSUNG
crops_icdar15\train\img_131_001.png,buzz
crops_icdar15\train\img_370_004.png,adidas
crops_icdar15\train\img_495_001.png,OFFICE
crops_icdar15\train\img_607_029.png,CUBES
crops_icdar15\train\img_113_001.png,6-3388-680
crops_icdar15\train\img_871_007.png,SALE
crops_icdar15\train\img_454_007.png,SENIOR
crops_icdar15\train\img_848_033.png,Bay
crops_icdar15\train\img_673_006.png,ROBINSONS
crops_icdar15\train\img_899_000.png,YELLOW
crops_icdar15\train\img_821_000.png,CHAUMET
crops_icdar15\train\img_522_000.png,CLEMENTI
crops_icdar15\train\img_120_015.png,Plaza
crops_icdar15\train\img_70_005.png,NEW
crops_icdar15\train\img_240_028.png,Crackers
crops_icdar15\train\img_511_001.png,1998
crops_icdar15\train\img_503_000.png,Express
crops_icdar15\train\img_860_006.png,Bank
crops_icdar15\train\img_764_001.png,Klein
crops_icdar15\train\img_236_004.png,View
crops_icdar15\train\img_191_011.png,Price
crops_icdar15\train\img_270_010.png,JEAN
crops_icdar15\train\img_873_000.png,SALE
crops_icdar15\train\img_719_001.png,OMEGA
crops_icdar15\train\img_845_008.png,SECRET
crops_icdar15\train\img_124_000.png,SHOP
crops_icdar15\train\img_140_016.png,Airport
crops_icdar15\train\img_336_002.png,TER
crops_icdar15\train\img_480_005.png,TRAINING
crops_icdar15\train\img_171_002.png,you
crops_icdar15\train\img_586_002.png,scan
crops_icdar15\train\img_693_002.png,THEATRES
crops_icdar15\train\img_345_002.png,Santa's
crops_icdar15\train\img_677_027.png,TOWN
crops_icdar15\train\img_507_006.png,good
crops_icdar15\train\img_336_000.png,HOL
crops_icdar15\train\img_679_005.png,CANS
crops_icdar15\train\img_665_000.png,ISONS
crops_icdar15\train\img_236_011.png,Things
crops_icdar15\train\img_830_008.png,GIVE
crops_icdar15\train\img_508_005.png,Singtel
crops_icdar15\train\img_168_000.png,DBS
crops_icdar15\train\img_502_003.png,Potential
crops_icdar15\train\img_196_006.png,JANGAN
crops_icdar15\train\img_690_010.png,LEGAL
crops_icdar15\train\img_901_011.png,TOPSHOP
crops_icdar15\train\img_78_023.png,PIN
crops_icdar15\train\img_704_009.png,MARINA
crops_icdar15\train\img_796_010.png,SOLDES
crops_icdar15\train\img_67_003.png,PTELTD
crops_icdar15\train\img_97_004.png,cool
crops_icdar15\train\img_575_001.png,The
crops_icdar15\train\img_448_002.png,Christmas
crops_icdar15\train\img_236_010.png,For
crops_icdar15\train\img_721_002.png,JIMMY
crops_icdar15\train\img_159_030.png,BODY
crops_icdar15\train\img_139_001.png,M1-A1
crops_icdar15\train\img_284_030.png,www.sbl.sg
crops_icdar15\train\img_474_003.png,Christmas
crops_icdar15\train\img_145_004.png,Changi
crops_icdar15\train\img_797_000.png,LOBBY
crops_icdar15\train\img_237_003.png,EXPERIENCE
crops_icdar15\train\img_51_012.png,Service
crops_icdar15\train\img_17_000.png,Clementi
crops_icdar15\train\img_217_001.png,Zone
crops_icdar15\train\img_141_000.png,jem
crops_icdar15\train\img_514_003.png,cocho
crops_icdar15\train\img_39_007.png,heart
crops_icdar15\train\img_754_004.png,promod
crops_icdar15\train\img_507_002.png,KEPT
crops_icdar15\train\img_802_010.png,Samantha
crops_icdar15\train\img_491_005.png,The
crops_icdar15\train\img_439_000.png,FalrPrice
crops_icdar15\train\img_18_003.png,173
crops_icdar15\train\img_256_006.png,BBQ
